ATC;Bezeichnung
G04BE09;G04BE09 Vardenafil
G04BE30;G04BE30 Kombinationen
G04BE52;G04BE52 Papaverin, Kombinationen
G04BX01;G04BX01 Magnesiumhydroxid
G04BX03;G04BX03 Acetohydroxamsäure
G04BX06;G04BX06 Phenazopyridin
G04BX10;G04BX10 Succinimid
G04BX11;G04BX11 Kollagen
G04BX12;G04BX12 Phenylsalicylat
G04BX13;G04BX13 Dimethylsulfoxid
G04BX14;G04BX14 Dapoxetin
G04BX15;G04BX15 Natrium pentosan polysulfat
G04CA01;G04CA01 Alfuzosin
G04CA02;G04CA02 Tamsulosin
G04CA03;G04CA03 Terazosin
G04CA04;G04CA04 Silodosin
G04CA51;G04CA51 Alfuzosin und Finasterid
G04CA52;G04CA52 Tamsulosin und Dutasterid
G04CB01;G04CB01 Finasterid
G04CB02;G04CB02 Dutasterid
G04CX01;G04CX01 Pflaumenbaumrinde, afrikanische
G04CX02;G04CX02 Sägepalmenfrüchte
G04CX03;G04CX03 Mepartricin
H01AA01;H01AA01 Corticotropin
H01AA02;H01AA02 Tetracosactid
H01AB01;H01AB01 Thyrotropin
H01AC01;H01AC01 Somatropin
H01AC02;H01AC02 Somatrem
H01AC03;H01AC03 Mecasermin
H01AC04;H01AC04 Sermorelin
H01AC05;H01AC05 Mecasermin rinfabat
H01AC06;H01AC06 Tesamorelin
H01AX01;H01AX01 Pegvisomant
H01BA01;H01BA01 Vasopressin
H01BA02;H01BA02 Desmopressin
H01BA03;H01BA03 Lypressin
H01BA04;H01BA04 Terlipressin
H01BA05;H01BA05 Ornipressin
H01BA06;H01BA06 Argipressin
H01BB01;H01BB01 Demoxytocin
H01BB02;H01BB02 Oxytocin
H01BB03;H01BB03 Carbetocin
H01CA01;H01CA01 Gonadorelin
H01CA02;H01CA02 Nafarelin
H01CA03;H01CA03 Histrelin
H01CB01;H01CB01 Somatostatin
H01CB02;H01CB02 Octreotid
H01CB03;H01CB03 Lanreotid
H01CB04;H01CB04 Vapreotid
H01CB05;H01CB05 Pasireotid
H01CC01;H01CC01 Ganirelix
H01CC02;H01CC02 Cetrorelix
H02AA01;H02AA01 Aldosteron
H02AA02;H02AA02 Fludrocortison
H02AA03;H02AA03 Desoxycorton
H02AB01;H02AB01 Betamethason
H02AB02;H02AB02 Dexamethason
H02AB03;H02AB03 Fluocortolon
H02AB04;H02AB04 Methylprednisolon
H02AB05;H02AB05 Paramethason
H02AB06;H02AB06 Prednisolon
H02AB07;H02AB07 Prednison
H02AB08;H02AB08 Triamcinolon
H02AB09;H02AB09 Hydrocortison
H02AB10;H02AB10 Cortison
H02AB11;H02AB11 Prednyliden
H02AB12;H02AB12 Rimexolon
H02AB13;H02AB13 Deflazacort
H02AB14;H02AB14 Cloprednol
H02AB15;H02AB15 Meprednison
H02AB17;H02AB17 Cortivazol
H02BX01;H02BX01 Methylprednisolon, Kombinationen
H02CA01;H02CA01 Trilostan
H03AA01;H03AA01 Levothyroxin-Natrium
H03AA02;H03AA02 Liothyronin-Natrium
H03AA03;H03AA03 Kombinationen von Levothyroxin und Liothyronin
H03AA04;H03AA04 Tiratricol
H03AA05;H03AA05 Zubereitungen aus Schilddrüsengewebe
H03BA01;H03BA01 Methylthiouracil
H03BA02;H03BA02 Propylthiouracil
H03BA03;H03BA03 Benzylthiouracil
H03BB01;H03BB01 Carbimazol
H03BB02;H03BB02 Thiamazol
H03BB52;H03BB52 Thiamazol, Kombinationen
H03BC01;H03BC01 Kaliumperchlorat
H03BX01;H03BX01 Diiodtyrosin
H03BX02;H03BX02 Dibromtyrosin
H04AA01;H04AA01 Glucagon
H05AA01;H05AA01 Nebenschilddrüsenextrakt
H05AA02;H05AA02 Teriparatid
H05AA03;H05AA03 Parathyroid Hormon
H05BA01;H05BA01 Calcitonin (Lachs, synthetisch)
H05BA02;H05BA02 Calcitonin (Schwein, natürlich)
H05BA03;H05BA03 Calcitonin (Mensch, synthetisch)
H05BA04;H05BA04 Elcatonin
H05BX01;H05BX01 Cinacalcet
H05BX02;H05BX02 Paricalcitol
H05BX03;H05BX03 Doxercalciferol
J01AA01;J01AA01 Demeclocyclin
J01AA02;J01AA02 Doxycyclin
J01AA03;J01AA03 Chlortetracyclin
J01AA04;J01AA04 Lymecyclin
J01AA05;J01AA05 Metacyclin
J01AA06;J01AA06 Oxytetracyclin
J01AA07;J01AA07 Tetracyclin
J01AA08;J01AA08 Minocyclin
J01AA09;J01AA09 Rolitetracyclin
J01AA10;J01AA10 Penimepicyclin
J01AA11;J01AA11 Clomocyclin
J01AA12;J01AA12 Tigecyclin
J01AA20;J01AA20 Kombinationen von Tetracyclinen
J01AA56;J01AA56 Oxytetracyclin, Kombinationen
J01BA01;J01BA01 Chloramphenicol
J01BA02;J01BA02 Thiamphenicol
J01BA52;J01BA52 Thiamphenicol, Kombinationen
J01CA01;J01CA01 Ampicillin
J01CA02;J01CA02 Pivampicillin
J01CA03;J01CA03 Carbenicillin
J01CA04;J01CA04 Amoxicillin
J01CA05;J01CA05 Carindacillin
J01CA06;J01CA06 Bacampicillin
J01CA07;J01CA07 Epicillin
J01CA08;J01CA08 Pivmecillinam
J01CA09;J01CA09 Azlocillin
J01CA10;J01CA10 Mezlocillin
J01CA11;J01CA11 Mecillinam
J01CA12;J01CA12 Piperacillin
J01CA13;J01CA13 Ticarcillin
J01CA14;J01CA14 Metampicillin
J01CA15;J01CA15 Talampicillin
J01CA16;J01CA16 Sulbenicillin
J01CA17;J01CA17 Temocillin
J01CA18;J01CA18 Hetacillin
J01CA19;J01CA19 Aspoxicillin
J01CA20;J01CA20 Kombinationen
J01CA51;J01CA51 Ampicillin, Kombinationen
J01CE01;J01CE01 Benzylpenicillin
J01CE02;J01CE02 Phenoxymethylpenicillin
J01CE03;J01CE03 Propicillin
J01CE04;J01CE04 Azidocillin
J01CE05;J01CE05 Pheneticillin
J01CE06;J01CE06 Penamecillin
J01CE07;J01CE07 Clometocillin
J01CE08;J01CE08 Benzylpenicillin-Benzathin
J01CE09;J01CE09 Benzylpenicillin-Procain
J01CE10;J01CE10 Phenoxymethylpenicillin-Benzathin
J01CE30;J01CE30 Kombinationen
J01CF01;J01CF01 Dicloxacillin
J01CF02;J01CF02 Cloxacillin
J01CF03;J01CF03 Meticillin
J01CF04;J01CF04 Oxacillin
J01CF05;J01CF05 Flucloxacillin
J01CG01;J01CG01 Sulbactam
J01CG02;J01CG02 Tazobactam
J01CR01;J01CR01 Ampicillin und Enzym-Inhibitoren
J01CR02;J01CR02 Amoxicillin und Enzym-Inhibitoren
J01CR03;J01CR03 Ticarcillin und Enzym-Inhibitoren
J01CR04;J01CR04 Sultamicillin
J01CR05;J01CR05 Piperacillin und Enzym-Inhibitoren
J01CR50;J01CR50 Kombinationen von Penicillinen
J01DB01;J01DB01 Cefalexin
J01DB02;J01DB02 Cefaloridin
J01DB03;J01DB03 Cefalotin
J01DB04;J01DB04 Cefazolin
J01DB05;J01DB05 Cefadroxil
J01DB06;J01DB06 Cefazedon
J01DB07;J01DB07 Cefatrizin
J01DB08;J01DB08 Cefapirin
J01DB09;J01DB09 Cefradin
J01DB10;J01DB10 Cefacetril
J01DB11;J01DB11 Cefroxadin
J01DB12;J01DB12 Ceftezol
J01DC01;J01DC01 Cefoxitin
J01DC02;J01DC02 Cefuroxim
J01DC03;J01DC03 Cefamandol
J01DC04;J01DC04 Cefaclor
J01DC05;J01DC05 Cefotetan
J01DC06;J01DC06 Cefonicid
J01DC07;J01DC07 Cefotiam
J01DC08;J01DC08 Loracarbef
J01DC09;J01DC09 Cefmetazol
J01DC10;J01DC10 Cefprozil
J01DC11;J01DC11 Ceforanid
J01DC12;J01DC12 Cefminox
J01DC13;J01DC13 Cefbuperazon
J01DC14;J01DC14 Flomoxef
J01DD01;J01DD01 Cefotaxim
J01DD02;J01DD02 Ceftazidim
J01DD03;J01DD03 Cefsulodin
J01DD04;J01DD04 Ceftriaxon
J01DD05;J01DD05 Cefmenoxim
J01DD06;J01DD06 Latamoxef
J01DD07;J01DD07 Ceftizoxim
J01DD08;J01DD08 Cefixim
J01DD09;J01DD09 Cefodizim
J01DD10;J01DD10 Cefetamet
J01DD11;J01DD11 Cefpiramid
J01DD12;J01DD12 Cefoperazon
J01DD13;J01DD13 Cefpodoxim
J01DD14;J01DD14 Ceftibuten
J01DD15;J01DD15 Cefdinir
J01DD16;J01DD16 Cefditoren
J01DD17;J01DD17 Cefcapen
J01DD54;J01DD54 Ceftriaxon, Kombinationen
J01DD62;J01DD62 Cefoperazon, Kombinationen
J01DE01;J01DE01 Cefepim
J01DE02;J01DE02 Cefpirom
J01DE03;J01DE03 Cefozopran
J01DF01;J01DF01 Aztreonam
J01DF02;J01DF02 Carumonam
J01DH02;J01DH02 Meropenem
J01DH03;J01DH03 Ertapenem
J01DH04;J01DH04 Doripenem
J01DH05;J01DH05 Biapenem
J01DH51;J01DH51 Imipenem und Enzym-Inhibitoren
J01DH55;J01DH55 Panipenem und Betamipron
J01DI01;J01DI01 Ceftobiprol medocaril
J01DI02;J01DI02 Ceftarolin fosamil
J01EA01;J01EA01 Trimethoprim
J01EA02;J01EA02 Brodimoprim
J01EA03;J01EA03 Iclaprim
J01EB01;J01EB01 Sulfaisodimidin
J01EB02;J01EB02 Sulfamethizol
J01EB03;J01EB03 Sulfadimidin
J01EB04;J01EB04 Sulfapyridin
J01EB05;J01EB05 Sulfafurazol
J01EB06;J01EB06 Sulfanilamid
J01EB07;J01EB07 Sulfathiazol
J01EB08;J01EB08 Sulfathiourea
J01EB20;J01EB20 Kombinationen
J01EC01;J01EC01 Sulfamethoxazol
J01EC02;J01EC02 Sulfadiazin
J01EC03;J01EC03 Sulfamoxol
J01EC20;J01EC20 Kombinationen
J01ED01;J01ED01 Sulfadimethoxin
J01ED02;J01ED02 Sulfalen
J01ED03;J01ED03 Sulfametomidin
J01ED04;J01ED04 Sulfametoxydiazin
J01ED05;J01ED05 Sulfamethoxypyridazin
J01ED06;J01ED06 Sulfaperin
J01ED07;J01ED07 Sulfamerazin
J01ED08;J01ED08 Sulfaphenazol
J01ED09;J01ED09 Sulfamazon
J01ED20;J01ED20 Kombinationen
J01EE01;J01EE01 Sulfamethoxazol und Trimethoprim
J01EE02;J01EE02 Sulfadiazin und Trimethoprim
J01EE03;J01EE03 Sulfametrol und Trimethoprim
J01EE04;J01EE04 Sulfamoxol und Trimethoprim
J01EE05;J01EE05 Sulfadimidin und Trimethoprim
J01EE06;J01EE06 Sulfadiazin und Tetroxoprim
J01EE07;J01EE07 Sulfamerazin und Trimethoprim
J01FA01;J01FA01 Erythromycin
J01FA02;J01FA02 Spiramycin
J01FA03;J01FA03 Midecamycin
J01FA05;J01FA05 Oleandomycin
J01FA06;J01FA06 Roxithromycin
J01FA07;J01FA07 Josamycin
J01FA08;J01FA08 Troleandomycin
J01FA09;J01FA09 Clarithromycin
J01FA10;J01FA10 Azithromycin
J01FA11;J01FA11 Miocamycin
J01FA12;J01FA12 Rokitamycin
J01FA13;J01FA13 Dirithromycin
J01FA14;J01FA14 Flurithromycin
J01FA15;J01FA15 Telithromycin
J01FF01;J01FF01 Clindamycin
J01FF02;J01FF02 Lincomycin
J01FG01;J01FG01 Pristinamycin
J01FG02;J01FG02 Quinupristin/Dalfopristin
J01GA01;J01GA01 Streptomycin
J01GA02;J01GA02 Streptoduocin
J01GB01;J01GB01 Tobramycin
J01GB03;J01GB03 Gentamicin
J01GB04;J01GB04 Kanamycin
J01GB05;J01GB05 Neomycin
J01GB06;J01GB06 Amikacin
J01GB07;J01GB07 Netilmicin
J01GB08;J01GB08 Sisomicin
J01GB09;J01GB09 Dibekacin
J01GB10;J01GB10 Ribostamycin
J01GB11;J01GB11 Isepamicin
J01GB12;J01GB12 Arbekacin
J01GB13;J01GB13 Bekanamycin
J01MA01;J01MA01 Ofloxacin
J01MA02;J01MA02 Ciprofloxacin
J01MA03;J01MA03 Pefloxacin
J01MA04;J01MA04 Enoxacin
J01MA05;J01MA05 Temafloxacin
J01MA06;J01MA06 Norfloxacin
J01MA07;J01MA07 Lomefloxacin
J01MA08;J01MA08 Fleroxacin
J01MA09;J01MA09 Sparfloxacin
J01MA10;J01MA10 Rufloxacin
J01MA11;J01MA11 Grepafloxacin
J01MA12;J01MA12 Levofloxacin
J01MA13;J01MA13 Trovafloxacin
J01MA14;J01MA14 Moxifloxacin
J01MA15;J01MA15 Gemifloxacin
J01MA16;J01MA16 Gatifloxacin
J01MA17;J01MA17 Prulifloxacin
J01MA18;J01MA18 Pazufloxacin
J01MA19;J01MA19 Garenoxacin
J01MA21;J01MA21 Sitafloxacin
J01MB01;J01MB01 Rosoxacin
J01MB02;J01MB02 Nalidixinsäure
J01MB03;J01MB03 Piromidsäure
J01MB04;J01MB04 Pipemidsäure
J01MB05;J01MB05 Oxolinsäure
J01MB06;J01MB06 Cinoxacin
J01MB07;J01MB07 Flumequin
J01RA01;J01RA01 Penicilline, Kombination mit anderen Antibiotika
J01RA02;J01RA02 Sulfonamide, Kombination mit anderen Antibiotika (exkl. Trimethoprim)
J01RA03;J01RA03 Cefuroxim, Kombination mit anderen Antibiotika
J01RA04;J01RA04 Spiramycin, Kombination mit anderen Antibiotika
J01XA01;J01XA01 Vancomycin
J01XA02;J01XA02 Teicoplanin
J01XA03;J01XA03 Telavancin
J01XA04;J01XA04 Dalbavancin
J01XA05;J01XA05 Oritavancin
J01XB01;J01XB01 Colistin
J01XB02;J01XB02 Polymyxin B
J01XC01;J01XC01 Fusidinsäure
J01XD01;J01XD01 Metronidazol
J01XD02;J01XD02 Tinidazol
J01XD03;J01XD03 Ornidazol
J01XE01;J01XE01 Nitrofurantoin
J01XE02;J01XE02 Nifurtoinol
J01XX01;J01XX01 Fosfomycin
J01XX02;J01XX02 Xibornol
J01XX03;J01XX03 Clofoctol
J01XX04;J01XX04 Spectinomycin
J01XX05;J01XX05 Methenamin
J01XX06;J01XX06 Mandelsäure
J01XX07;J01XX07 Nitroxolin
J01XX08;J01XX08 Linezolid
J01XX09;J01XX09 Daptomycin
J01XX10;J01XX10 Bacitracin
J02AA01;J02AA01 Amphotericin B
J02AA02;J02AA02 Hachimycin
J02AB01;J02AB01 Miconazol
J02AB02;J02AB02 Ketoconazol
J02AC01;J02AC01 Fluconazol
J02AC02;J02AC02 Itraconazol
J02AC03;J02AC03 Voriconazol
J02AC04;J02AC04 Posaconazol
J02AX01;J02AX01 Flucytosin
J02AX04;J02AX04 Caspofungin
J02AX05;J02AX05 Micafungin
J02AX06;J02AX06 Anidulafungin
J04AA01;J04AA01 4-Aminosalicylsäure
J04AA02;J04AA02 Natriumaminosalicylat
J04AA03;J04AA03 Calciumaminosalicylat
J04AB01;J04AB01 Cycloserin
J04AB02;J04AB02 Rifampicin
J04AB03;J04AB03 Rifamycin
J04AB04;J04AB04 Rifabutin
J04AB05;J04AB05 Rifapentin
J04AB30;J04AB30 Capreomycin
J04AC01;J04AC01 Isoniazid
J04AC51;J04AC51 Isoniazid, Kombinationen
J04AD01;J04AD01 Protionamid
J04AD02;J04AD02 Tiocarlid
J04AD03;J04AD03 Ethionamid
J04AK01;J04AK01 Pyrazinamid
J04AK02;J04AK02 Ethambutol
J04AK03;J04AK03 Terizidon
J04AK04;J04AK04 Morinamid
J04AM01;J04AM01 Streptomycin und Isoniazid
J04AM02;J04AM02 Rifampicin und Isoniazid
J04AM03;J04AM03 Ethambutol und Isoniazid
J04AM04;J04AM04 Thioacetazon und Isoniazid
J04AM05;J04AM05 Rifampicin, Pyrazinamid und Isoniazid
J04AM06;J04AM06 Rifampicin, Pyrazinamid, Ethambutol und Isoniazid
J04BA01;J04BA01 Clofazimin
J04BA02;J04BA02 Dapson
J04BA03;J04BA03 Aldesulfonnatrium
J05AA01;J05AA01 Metisazon
J05AB01;J05AB01 Aciclovir
J05AB02;J05AB02 Idoxuridin
J05AB03;J05AB03 Vidarabin
J05AB04;J05AB04 Ribavirin
J05AB06;J05AB06 Ganciclovir
J05AB09;J05AB09 Famciclovir
J05AB11;J05AB11 Valaciclovir
J05AB12;J05AB12 Cidofovir
J05AB13;J05AB13 Penciclovir
J05AB14;J05AB14 Valganciclovir
J05AB15;J05AB15 Brivudin
J05AC02;J05AC02 Rimantadin
J05AC03;J05AC03 Tromantadin
J05AD01;J05AD01 Foscarnet
J05AD02;J05AD02 Fosfonet
J05AE01;J05AE01 Saquinavir
J05AE02;J05AE02 Indinavir
J05AE03;J05AE03 Ritonavir
J05AE04;J05AE04 Nelfinavir
J05AE05;J05AE05 Amprenavir
J05AE06;J05AE06 Lopinavir
J05AE07;J05AE07 Fosamprenavir
J05AE08;J05AE08 Atazanavir
J05AE09;J05AE09 Tipranavir
J05AE10;J05AE10 Darunavir
J05AE11;J05AE11 Telaprevir
J05AF01;J05AF01 Zidovudin
J05AF02;J05AF02 Didanosin
J05AF03;J05AF03 Zalcitabin
J05AF04;J05AF04 Stavudin
J05AF05;J05AF05 Lamivudin
J05AF06;J05AF06 Abacavir
J05AF07;J05AF07 Tenofovir disoproxil
J05AF08;J05AF08 Adefovir dipivoxil
J05AF09;J05AF09 Emtricitabin
J05AF10;J05AF10 Entecavir
J05AF11;J05AF11 Telbivudin
J05AF12;J05AF12 Clevudin
J05AG01;J05AG01 Nevirapin
J05AG02;J05AG02 Delavirdin
J05AG03;J05AG03 Efavirenz
J05AG04;J05AG04 Etravirin
J05AG05;J05AG05 Rilpivirin
J05AH01;J05AH01 Zanamivir
J05AH02;J05AH02 Oseltamivir
J05AR01;J05AR01 Zidovudin und Lamivudin
J05AR02;J05AR02 Lamivudin und Abacavir
J05AR03;J05AR03 Tenofovir disoproxil und Emtricitabin
J05AR04;J05AR04 Zidovudin, Lamivudin und Abacavir
J05AR05;J05AR05 Zidovudin, Lamivudin und Nevirapin
J05AR06;J05AR06 Emtricitabin, Tenofovir disoproxil und Efavirenz
J05AR07;J05AR07 Stavudin, Lamivudin und Nevirapin
J05AR08;J05AR08 Emtricitabin, Tenofovir disoproxil und Rilpivirin
J05AX01;J05AX01 Moroxydin
J05AX02;J05AX02 Lysozym
J05AX05;J05AX05 Inosin Pranobex
J05AX06;J05AX06 Pleconaril
J05AX07;J05AX07 Enfuvirtid
J05AX08;J05AX08 Raltegravir
J05AX09;J05AX09 Maraviroc
J05AX10;J05AX10 Maribavir
J06AA01;J06AA01 Diphtherie-Antitoxin
J06AA02;J06AA02 Tetanus-Antitoxin
J06AA03;J06AA03 Schlangengift-Antiserum
J06AA04;J06AA04 Botulismus-Antitoxin
J06AA05;J06AA05 Gasbrand-Serum
J06AA06;J06AA06 Tollwut-Serum
J06BA01;J06BA01 Immunglobuline, normal human, zur extravasalen Anwendung
J06BA02;J06BA02 Immunglobuline, normal human, zur intravasalen Anwendung
J06BB01;J06BB01 Anti-D(rH)-Immunglobulin
J06BB02;J06BB02 Tetanus-Immunglobulin
J06BB03;J06BB03 Varicella/Zoster-Immunglobulin
J06BB04;J06BB04 Hepatitis-B-Immunglobulin
J06BB05;J06BB05 Tollwut-Immunglobulin
J06BB06;J06BB06 Röteln-Immunglobulin
J06BB07;J06BB07 Kuhpocken-Immunglobulin
J06BB08;J06BB08 Staphylococcus-Immunglobulin
J06BB09;J06BB09 Cytomegalievirus-Immunglobulin
J06BB10;J06BB10 Diphtherie-Immunglobulin
J06BB11;J06BB11 Hepatitis-A-Immunglobulin
J06BB12;J06BB12 FSME-Immunglobulin
J06BB13;J06BB13 Pertussis-Immunglobulin
J06BB14;J06BB14 Masern-Immunglobulin
J06BB15;J06BB15 Mumps-Immunglobulin
J06BB16;J06BB16 Palivizumab
J06BB17;J06BB17 Motavizumab
J06BB30;J06BB30 Kombinationen
J06BC01;J06BC01 Nebacumab
J07AC01;J07AC01 Anthrax-Antigen
J07AD01;J07AD01 Brucella-Antigen
J07AE01;J07AE01 Cholera, inaktiviert, ganze Zelle
J07AE02;J07AE02 Cholera, lebend abgeschwächt
J07AE51;J07AE51 Cholera, Kombinationen mit Typhus-Impfstoff, inaktiviert, ganze Zelle
J07AF01;J07AF01 Diphtherie-Toxoid
J07AG01;J07AG01 Haemophilus influenzae B, gereinigtes Antigen konjugiert
J07AG51;J07AG51 Haemophilus influenzae B, Kombinationen mit Toxoiden
J07AG52;J07AG52 Haemophilus influenzae B, Kombinationen mit Pertussis und Toxoiden
J07AG53;J07AG53 Haemophilus influenzae B, Kombinationen mit Meningokokkus C, konjugiert
J07AH01;J07AH01 Meningokokkus A, gereinigtes Polysaccharid-Antigen
J07AH02;J07AH02 Andere Meningokokken monovalent, gereinigtes Polysaccharid-Antigen
J07AH03;J07AH03 Meningokokkus A,C, bivalent, gereinigtes Polysaccharid-Antigen
J07AH04;J07AH04 Meningokokkus A,C,Y,W-135, tetravalent, gereinigtes Polysaccharid-Antigen
J07AH05;J07AH05 Andere Meningokokken polyvalent, gereinigtes Polysaccharid-Antigen
J07AH06;J07AH06 Meningokokkus B, Äußeres-Membranvesikel-Antigen
J07AH07;J07AH07 Meningokokkus C, gereinigtes Polysaccharid-Antigen, konjugiert
J07AH08;J07AH08 Meningokokkus A,C,Y,W-135, tetravalent, gereinigtes Polysaccharid-Antigen, konjugiert
J07AH09;J07AH09 Meningokokken-B-Impfstoff, multivalent
J07AJ01;J07AJ01 Pertussis, inaktiviert, ganze Zelle
J07AJ02;J07AJ02 Pertussis, gereinigtes Antigen
J07AJ51;J07AJ51 Pertussis, inaktiviert, ganze Zelle, Kombinationen mit Toxoiden
J07AJ52;J07AJ52 Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden
J07AK01;J07AK01 Pest, inaktiviert, ganze Zelle
J07AL01;J07AL01 Pneumokokken, gereinigtes Polysaccharid-Antigen
J07AL02;J07AL02 Pneumokokken, gereinigtes Polysaccharid-Antigen, konjugiert
J07AL52;J07AL52 Pneumokokken, gereinigtes Polysaccharid-Antigen und Haemophilus-influenzae B, konjugiert
J07AM01;J07AM01 Tetanus-Toxoid
J07AM51;J07AM51 Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid
J07AM52;J07AM52 Tetanus-Toxoid, Kombinationen mit Tetanus-Immunglobulin
J07AN01;J07AN01 Tuberkulose, lebend abgeschwächt
J07AP01;J07AP01 Typhus, oral, lebend abgeschwächt
J07AP02;J07AP02 Typhus, inaktiviert, ganze Zelle
J07AP03;J07AP03 Typhus, gereinigtes Polysaccharid-Antigen
J07AP10;J07AP10 Typhus, Kombinationen mit Paratyphustypen
J07AR01;J07AR01 Typhus exanthematicus, inaktiviert, ganze Zelle
J07BA01;J07BA01 FSME, inaktiviert, ganzes Virus
J07BA02;J07BA02 Encephalitis, japanische, inaktiviert, ganzes Virus
J07BB01;J07BB01 Influenza, inaktiviert, ganzes Virus
J07BB02;J07BB02 Influenza, inaktiviert, Spaltvirus oder Oberflächenantigen
J07BB03;J07BB03 Influenza, lebend abgeschwächt
J07BC01;J07BC01 Hepatitis B, gereinigtes Antigen
J07BC02;J07BC02 Hepatitis A, inaktiviert, ganzes Virus
J07BC20;J07BC20 Kombinationen
J07BD01;J07BD01 Masern, lebend abgeschwächt
J07BD51;J07BD51 Masern, Kombinationen mit Mumps, lebend abgeschwächt
J07BD52;J07BD52 Masern, Kombinationen mit Mumps und Röteln, lebend abgeschwächt
J07BD53;J07BD53 Masern, Kombinationen mit Röteln, lebend abgeschwächt
J07BD54;J07BD54 Masern, Kombinationen mit Mumps, Röteln und Varicella, lebend abgeschwächt
J07BE01;J07BE01 Mumps, lebend abgeschwächt
J07BF01;J07BF01 Poliomyelitis, oral, monovalent, lebend abgeschwächt
J07BF02;J07BF02 Poliomyelitis, oral, trivalent, lebend abgeschwächt
J07BF03;J07BF03 Poliomyelitis, trivalent, inaktiviert, ganzes Virus
J07BG01;J07BG01 Tollwut, inaktiviert, ganzes Virus
J07BH01;J07BH01 Rotavirus, lebend abgeschwächt
J07BH02;J07BH02 Rotavirus, pentavalent, lebend, Reassortanten
J07BJ01;J07BJ01 Röteln, lebend abgeschwächt
J07BJ51;J07BJ51 Röteln, Kombinationen mit Mumps, lebend abgeschwächt
J07BK01;J07BK01 Varicella, lebend abgeschwächt
J07BK02;J07BK02 Zoster Virus, lebend abgeschwächt
J07BL01;J07BL01 Gelbfieber, lebend abgeschwächt
J07BM01;J07BM01 Humaner Papillomvirus-Impfstoff (Typen 6,11,16,18)
J07BM02;J07BM02 Humaner Papillomvirus-Impfstoff (Typen 16,18)
J07CA01;J07CA01 Diphtherie-Poliomyelitis-Tetanus
J07CA02;J07CA02 Diphtherie-Pertussis-Poliomyelitis-Tetanus
J07CA03;J07CA03 Diphtherie-Röteln-Tetanus
J07CA04;J07CA04 Haemophilus influenzae B und Poliomyelitis
J07CA05;J07CA05 Diphtherie-Hepatitis B-Pertussis-Tetanus
J07CA06;J07CA06 Diphtherie-Haemophilus-influenzae B-Pertussis-Poliomyelitis-Tetanus
J07CA07;J07CA07 Diphtherie-Hepatitis B-Tetanus
J07CA08;J07CA08 Haemophilus influenzae B und Hepatitis B
J07CA09;J07CA09 Diphtherie-Haemophilus-influenzae B-Pertussis-Poliomyelitis-Tetanus-Hepatitis B
J07CA10;J07CA10 Typhus-Hepatitis A
J07CA11;J07CA11 Diphtherie-Haemophilus-influenzae B-Pertussis-Tetanus-Hepatitis B
J07CA12;J07CA12 Diphtherie-Pertussis-Poliomyelitis-Tetanus-Hepatitis B
J07CA13;J07CA13 Diphtherie-Haemophilus-influenzae B-Pertussis-Tetanus-Hepatitis B-Meningokokkus A+C
L01AA01;L01AA01 Cyclophosphamid
L01AA02;L01AA02 Chlorambucil
L01AA03;L01AA03 Melphalan
L01AA05;L01AA05 Chlormethin
L01AA06;L01AA06 Ifosfamid
L01AA07;L01AA07 Trofosfamid
L01AA08;L01AA08 Prednimustin
L01AA09;L01AA09 Bendamustin
L01AB01;L01AB01 Busulfan
L01AB02;L01AB02 Treosulfan
L01AB03;L01AB03 Mannosulfan
L01AC01;L01AC01 Thiotepa
L01AC02;L01AC02 Triaziquon
L01AC03;L01AC03 Carboquon
L01AD01;L01AD01 Carmustin
L01AD02;L01AD02 Lomustin
L01AD03;L01AD03 Semustin
L01AD04;L01AD04 Streptozocin
L01AD05;L01AD05 Fotemustin
L01AD06;L01AD06 Nimustin
L01AD07;L01AD07 Ranimustin
L01AG01;L01AG01 Etoglucid
L01AX01;L01AX01 Mitobronitol
L01AX02;L01AX02 Pipobroman
L01AX03;L01AX03 Temozolomid
L01AX04;L01AX04 Dacarbazin
L01BA01;L01BA01 Methotrexat
L01BA03;L01BA03 Raltitrexed
L01BA04;L01BA04 Pemetrexed
L01BA05;L01BA05 Pralatrexat
L01BB02;L01BB02 Mercaptopurin
L01BB03;L01BB03 Tioguanin
L01BB04;L01BB04 Cladribin
L01BB05;L01BB05 Fludarabin
L01BB06;L01BB06 Clofarabin
L01BB07;L01BB07 Nelarabin
L01BC01;L01BC01 Cytarabin
L01BC02;L01BC02 Fluorouracil
L01BC03;L01BC03 Tegafur
L01BC04;L01BC04 Carmofur
L01BC05;L01BC05 Gemcitabin
L01BC06;L01BC06 Capecitabin
L01BC07;L01BC07 Azacitidin
L01BC08;L01BC08 Decitabin
L01BC52;L01BC52 Fluorouracil, Kombinationen
L01BC53;L01BC53 Tegafur, Kombinationen
L01CA01;L01CA01 Vinblastin
L01CA02;L01CA02 Vincristin
L01CA03;L01CA03 Vindesin
L01CA04;L01CA04 Vinorelbin
L01CA05;L01CA05 Vinflunin
L01CB01;L01CB01 Etoposid
L01CB02;L01CB02 Teniposid
L01CC01;L01CC01 Demecolcin
L01CD01;L01CD01 Paclitaxel
L01CD02;L01CD02 Docetaxel
L01CD03;L01CD03 Paclitaxel poliglumex
L01CD04;L01CD04 Cabazitaxel
